error,frequency (percentage)
URL can't contain control characters. '/            /cpe' (found at least ' '),0.010399
URL can't contain control characters. '/            /humanresources/employment-opportunities?utm_source=footer&amp;utm_medium=website&amp;utm_campaign=HR_employment' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/brand' (found at least ' '),0.010399
URL can't contain control characters. '/            /oie' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/administration' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/history' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/accreditations' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/recognitions' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/vision-values-mission' (found at least ' '),0.010399
URL can't contain control characters. '/            /about' (found at least ' '),0.010399
URL can't contain control characters. '/            /green' (found at least ' '),0.010399
URL can't contain control characters. '/            /about/campus-maps' (found at least ' '),0.010399
URL can't contain control characters. '/            /museums-and-galleries' (found at least ' '),0.010399
URL can't contain control characters. '/            /centers-and-institutes' (found at least ' '),0.010399
URL can't contain control characters. '/            /alumni-services' (found at least ' '),0.010399
URL can't contain control characters. '/            /humanresources' (found at least ' '),0.010399
URL can't contain control characters. '/            /technology' (found at least ' '),0.010399
URL can't contain control characters. '/            /library' (found at least ' '),0.010399
URL can't contain control characters. '/            /publicsafety' (found at least ' '),0.010399
URL can't contain control characters. '/            /counseling' (found at least ' '),0.010399
URL can't contain control characters. '/            /auxiliaryservices/barnesandnoble' (found at least ' '),0.010399
URL can't contain control characters. '/            /studenthealth' (found at least ' '),0.010399
URL can't contain control characters. '/            /disability' (found at least ' '),0.010399
URL can't contain control characters. '/            /career' (found at least ' '),0.010399
URL can't contain control characters. '/            /advising' (found at least ' '),0.010399
URL can't contain control characters. '/            /resources' (found at least ' '),0.010399
URL can't contain control characters. '/            /outdoor' (found at least ' '),0.010399
URL can't contain control characters. '/            /lgbtq' (found at least ' '),0.010399
URL can't contain control characters. '/            /culturalcenter' (found at least ' '),0.010399
URL can't contain control characters. '/            /womenscenter' (found at least ' '),0.010399
URL can't contain control characters. '/            /university-offices-and-services' (found at least ' '),0.010399
URL can't contain control characters. '/            /admissions/apply' (found at least ' '),0.010399
URL can't contain control characters. '/            /consumer-information' (found at least ' '),0.010399
URL can't contain control characters. '/tel: +18504842544' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x93 in position 53751: invalid start byte,0.010399
'utf-8' codec can't decode byte 0x9c in position 72: invalid start byte,0.010399
URL can't contain control characters. '/            /tours' (found at least ' '),0.010399
nonnumeric port: '443/lawschool/',0.010399
URL can't contain control characters. '/            /business/strategic-plan' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/faculty-staff-department-of-is-cs' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/itab' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/exit-exams' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/sap-analytics' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/scholarship-fellowship-and-grant-opportunities' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/student-organizations-and-honor-societies' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/difference-between-cs-and-mis' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/fintech-academy' (found at least ' '),0.010399
URL can't contain control characters. '/            /../../career/pre-professional-graduate-school-planning' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/gradbusiness/double-bobcats-mmis' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/gradbusiness/mmis' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/minor-management-information-systems' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/bba-management-information-systems' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/data-science-bs' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/minor-computer-science' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs/bs-computer-science' (found at least ' '),0.010399
URL can't contain control characters. '/            /business/iscs' (found at least ' '),0.010399
URL can't contain control characters. '/            /graduate/all-graduate-programs' (found at least ' '),0.010399
URL can't contain control characters. '/tel: +18504714622' (found at least ' '),0.010399
URL can't contain control characters. '/tel: +18504714630' (found at least ' '),0.010399
URL can't contain control characters. '/tel: +18504842270' (found at least ' '),0.010399
URL can't contain control characters. '/tel: +18504844410' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xbb in position 60: invalid start byte,0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.rollins.edu%2Fpreview_program.php%3Fcatoid%3D10%26poid%3D430&t=I just discovered 'Computer Science Major' at Rollins College"" (found at least ' ')",0.010399
URL can't contain control characters. '/tel:(714) 484-7000' (found at least ' '),0.010399
"URL can't contain control characters. ""/javascript:acalogPopup('help.php?catoid=17', 'help', 770, 530, 'yes')"" (found at least ' ')",0.010399
URL can't contain control characters. '/tel: 505-702-4274' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/TDCJ 2023-2024 Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Catalog 2023-2024.pdf' (found at least ' '),0.010399
'ascii' codec can't encode character '\u2013' in position 16: ordinal not in range(128),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'alumni.sullivan.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/tel:(603) 427-7664' (found at least ' '),0.010399
URL can't contain control characters. '/tel:FAX: 413.559.6081' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xff in position 11: invalid start byte,0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mail.tvcc.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/<span class=' (found at least ' '),0.010399
"URL can't contain control characters. '/maps/dir/?api=1&destination=VanderWerf Hall+27 Graves Place+Holland,+MI+49423' (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0xbf in position 104586: invalid start byte,0.010399
'utf-8' codec can't decode byte 0x93 in position 2063: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.montgomerycollege.edu%2Fpreview_entity.php%3Fcatoid%3D17%26ent_oid%3D990&t=Check out this page at Montgomery College' (found at least ' '),0.010399
URL can't contain control characters. '/            /fsl' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.montgomerycollege.edu%2Fpreview_entity.php%3Fcatoid%3D17%26ent_oid%3D990&t=I am looking at the Computer Science and Technologies page at Montgomery College' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.learnlab.org'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 492' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 490' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 375' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 363' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 343' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 332' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 329' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 325' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 321' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 311' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 251' (found at least ' '),0.010399
URL can't contain control characters. '/tel: 304.336.5000' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.frc.ri.cmu.edu'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xfc in position 10514: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xa9 in position 26015: invalid start byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=515+Accounting for Government and Not-For-Profit Organizations &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=505+Financial Statement Analysis &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=504+Corporate Financial Reporting and Disclosure &timeframe=current_future&template=non' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 21777: invalid start byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=500+Accounting for Managers &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=415+Advanced Financial Management &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.enrollment.vcu.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=400+Auditing &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.eservices.vcu.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=360+Cost Accounting &timeframe=current_future&template=non' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 23953: invalid start byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=315+Intermediate Accounting II &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=314+Intermediate Accounting I &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=212+Managerial Accounting &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=211+Financial Accounting &timeframe=current_future&template=non' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 29258: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xa9 in position 26388: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xa9 in position 23714: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.ualr.edu%2Fpreview_program.php%3Fcatoid%3D20%26poid%3D5361&t=Check out this program at University of Arkansas at Little Rock' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.ualr.edu%2Fpreview_program.php%3Fcatoid%3D20%26poid%3D5361&t=I just discovered 'Computer Science, B.S.' at University of Arkansas at Little Rock"" (found at least ' ')",0.010399
HTTP Error 404: Not Found on Accelerator,0.010399
URL can't contain control characters. '/tel: 678-891-3710' (found at least ' '),0.010399
"URL can't contain control characters. '/mailto:?subject=Computer Science Pathway, A.S. | Perimeter College | Georgia State University&body=' (found at least ' ')",0.010399
"URL can't contain control characters. '/shareArticle?mini=true&ro=true&trk=EasySocialShareButtons&title=Computer Science Pathway, A.S. %7C Perimeter College %7C Georgia State University&url=https://admissions.gsu.edu/program/computer-science-as/' (found at least ' ')",0.010399
"URL can't contain control characters. '/sharer/sharer.php?u=https://admissions.gsu.edu/program/computer-science-as/&t=Computer Science Pathway, A.S. | Perimeter College | Georgia State University' (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0xa9 in position 26421: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xa9 in position 26384: invalid start byte,0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 243' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 229' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 211' (found at least ' '),0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10861')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN119EE')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN118E6')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN1186E')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN11371')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN112F9')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10A11')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN109C9')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10291')"" (found at least '\n')",0.010399
URL can't contain control characters. '/academics/programs/individual/\n\t\t\t\t\t641.html' (found at least '\n'),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.nwc.edu%2Fpreview_program.php%3Fcatoid%3D18%26poid%3D2353&t=Check out this program at Northwest College' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.nwc.edu%2Fpreview_program.php%3Fcatoid%3D18%26poid%3D2353&t=I just discovered 'Computer Science, A.S.' at Northwest College"" (found at least ' ')",0.010399
URL can't contain control characters. '/admin/pages/edit/4759/you%20to feel confident as you navigate university life and prepare for your future.' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-4103' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-4248' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-4177' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-4276' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-5168' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-5247' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'giveto.asurams.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/tel:(304) 766-3244' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-4135' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-3087' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-3397' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-3390' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(304) 766-3393' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'connect.castleton.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.rollins.edu%2Fpreview_program.php%3Fcatoid%3D10%26poid%3D430&t=Check out this program at Rollins College' (found at least ' '),0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN101E9')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10BC1')"" (found at least '\n')",0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 111' (found at least ' '),0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN11311')"" (found at least '\n')",0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CSC 101' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=MTH 360' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=MTH 110' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=MTH 130' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=MTH 150' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=PHY 144' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=PHY 143' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CHM 153' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=CHM 152' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=BIO 131' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=BIO 130' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=SPE 331' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=SPE 330' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=EGL 102' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=EGL 101' (found at least ' '),0.010399
URL can't contain control characters. '/courses/index.shtml?cid=FYE 101' (found at least ' '),0.010399
URL can't contain control characters. '/javascript: void(8);' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.hcii.cs.cmu.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/pdf/2021-2022 FULL PDF.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xf4 in position 222040: invalid continuation byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.nv.edu%2Fcontent.php%3Fcatoid%3D2%26navoid%3D190&t=Check out this page at Naugatuck Valley Community College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.nv.edu%2Fcontent.php%3Fcatoid%3D2%26navoid%3D190&t=I am looking at the Course Descriptions page at Naugatuck Valley Community College' (found at least ' '),0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10ED9')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN118CE')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10EF1')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10DA1')"" (found at least '\n')",0.010399
"URL can't contain control characters. ""/javascript:toggleElementB('\n\t\t\t\t\tsuggestProgN10AA1')"" (found at least '\n')",0.010399
URL can't contain control characters. '/            /community-engagement' (found at least ' '),0.010399
URL can't contain control characters. '/            /registrar' (found at least ' '),0.010399
URL can't contain control characters. '/            /wellnessrec' (found at least ' '),0.010399
URL can't contain control characters. '/            /housing' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x96 in position 13801: invalid start byte,0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.vikingoutfitters.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xf1 in position 10099: invalid continuation byte,0.010399
URL can't contain control characters. '/tel:(208) 732.6822' (found at least ' '),0.010399
URL can't contain control characters. '/search/?query=Open days&btnG=Search&collection=uosa-meta-global&profile=_default&form=partial' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.mcneese.edu%2Fpreview_program.php%3Fcatoid%3D80%26poid%3D48988&t=Check out this program at McNeese State University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.mcneese.edu%2Fpreview_program.php%3Fcatoid%3D80%26poid%3D48988&t=I just discovered 'Computer Science, General Computer Science Concentration, BS' at McNeese State University"" (found at least ' ')",0.010399
URL can't contain control characters. '/search/?query=Semester dates&btnG=Search&collection=uosa-meta-global&profile=_default&form=partial' (found at least ' '),0.010399
HTTP Error 308: Moved,0.010399
'utf-8' codec can't decode byte 0xa9 in position 3387: invalid start byte,0.010399
URL can't contain control characters. '/mailto:hsuinfo@hsu.edu?subject=Direct Mail from Website (hsu.edu)' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.engagecsu.com'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xbb in position 4322: invalid start byte,0.010399
"URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.csustan.edu%2Fpreview_program.php%3Fcatoid%3D28%26poid%3D5058&t=Check out this program at California State University, Stanislaus' (found at least ' ')",0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.csustan.edu%2Fpreview_program.php%3Fcatoid%3D28%26poid%3D5058&t=I just discovered 'Computer Science B.S.' at California State University, Stanislaus"" (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0xff in position 511: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.transy.edu%2Fpreview_program.php%3Fcatoid%3D4%26poid%3D393&t=Check out this program at Transylvania University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.transy.edu%2Fpreview_program.php%3Fcatoid%3D4%26poid%3D393&t=I just discovered 'Computer Science, BA' at Transylvania University"" (found at least ' ')",0.010399
'ascii' codec can't encode character '\u2013' in position 62: ordinal not in range(128),0.010399
URL can't contain control characters. '/pdf/Full 2023-2024.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.umfk.edu%2Fpreview_program.php%3Fcatoid%3D2%26poid%3D197&t=Check out this program at University of Maine at Fort Kent' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.umfk.edu%2Fpreview_program.php%3Fcatoid%3D2%26poid%3D197&t=I just discovered 'Computer Applications (BS)' at University of Maine at Fort Kent"" (found at least ' ')",0.010399
"URL can't contain control characters. ""/javascript:acalogPopup('help.php?catoid=16', 'help', 770, 530, 'yes')"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.sbc.edu%2Fpreview_entity.php%3Fcatoid%3D16%26ent_oid%3D630&t=Check out this page at Sweet Briar College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.sbc.edu%2Fpreview_entity.php%3Fcatoid%3D16%26ent_oid%3D630&t=I am looking at the Computer Science page at Sweet Briar College' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(206) 934-3772' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.schoolwires.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/tel:+44 (0)1334 46 2150' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.smcm.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D19&t=I just discovered 'Computer Science, BS' at St Marys College of Maryland"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.smcm.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D19&t=Check out this program at St Marys College of Maryland' (found at least ' '),0.010399
"unknown url type: '/academics/credit_programs/%20<a%20href=""http:/catalog.sunyulster.edu/preview_program.php?catoid=7&poid=424&returnto=188""><button%20class=""btn%20btn-success%20%20btn-lg"">Computer%20Science%20Curriculum</button></a>'",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.belmont.edu%2Fpreview_program.php%3Fcatoid%3D5%26poid%3D1068&t=Check out this program at Belmont University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.belmont.edu%2Fpreview_program.php%3Fcatoid%3D5%26poid%3D1068&t=I just discovered 'Computer Science, B.S.' at Belmont University"" (found at least ' ')",0.010399
URL can't contain control characters. '/mailto: umd-cisundergrad@umich.edu' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xe8 in position 15: invalid continuation byte,0.010399
'utf-8' codec can't decode byte 0x8d in position 15: invalid start byte,0.010399
'utf-8' codec can't decode byte 0x80 in position 14: invalid start byte,0.010399
'utf-8' codec can't decode bytes in position 14-15: invalid continuation byte,0.010399
'utf-8' codec can't decode byte 0x94 in position 14: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xbf in position 14: invalid start byte,0.010399
'utf-8' codec can't decode byte 0x93 in position 14: invalid start byte,0.010399
HTTP Error 403: ModSecurity Action,0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sso.oakwood.edu'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0x92 in position 3950: invalid start byte,0.010399
'utf-8' codec can't decode byte 0x92 in position 38615: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xf1 in position 59320: invalid continuation byte,0.010399
'utf-8' codec can't decode byte 0xa0 in position 43287: invalid start byte,0.010399
URL can't contain control characters. '/pdf/Niagara University Ontario Bachelor of Professional Studies Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Niagara University Ontario Graduate Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Niagara University Graduate Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Niagara University Undergraduate Catalog.pdf' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.gbc.bkstr.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/ /calendar' (found at least ' '),0.010399
URL can't contain control characters. '/ /directory' (found at least ' '),0.010399
URL can't contain control characters. '/ /news' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xf3 in position 13369: invalid continuation byte,0.010399
URL can't contain control characters. '/_documents/Campus-Safety/Mandatory Reporter notice.pdf' (found at least ' '),0.010399
"URL can't contain control characters. '/maps/place/2901 Liberty Heights Avenue,+Baltimore,+MD+21215-7807' (found at least ' ')",0.010399
URL can't contain control characters. '/pdf/2023-2024 Bowdoin College Catalogue and Academic Handbook.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xe1 in position 10: invalid continuation byte,0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|gd&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sv&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sw&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|su&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|es&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|so&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sl&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sk&hl=en&anno=0&ie=UTF8',0.010399
